AREA FUNGSI KUNCI,KODE OKUPASI,OKUPASI,LEVEL
KEAMANAN INFORMASI DAN SIBER (INFORMATION AND CYBER SECURITY),TIK.SEC0805,Cyber Forensic Specialist,8
KEAMANAN INFORMASI DAN SIBER (INFORMATION AND CYBER SECURITY),TIK.SEC0703,Cryptographic Specialist,8
KEAMANAN INFORMASI DAN SIBER (INFORMATION AND CYBER SECURITY),TIK.SEC0710,Security Achitect,8
KEAMANAN INFORMASI DAN SIBER (INFORMATION AND CYBER SECURITY),TIK.SEC0804,Cyber Incident Investigation Manager,8
SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),TIK.SEC0801,SPESIALIS RISIKO SIBER (CYBER RISK SPECIALIST),8
PIMPINAN KEAMANAN INFORMASI (CHIEF INFORMATION SECURITY OFFICER),TIK.SEC0901,Chief Information Security Officer,9
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),2
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0203,OPERATOR IoT (IoT OPERATOR),2
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0202,STAF TEKNISI DUKUNGAN JARINGAN (NETWORK SUPPORT TECHNICIAN STAFF),2
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0301,Desktop Technician,3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0303,Data Center Technical Support Technician,3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0305,IoT Network Technician,3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0308,TEKNISI APLIKASI (APPLICATION TECHNICIAN),3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Network Technician,3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0304,Device Technician,3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0307,TEKNISI KEAMANAN (SECURITY TECHNICIAN),3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0306,TEKNISI PLATFORM (PLATFORM TECHNICIAN),3
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Assistant Network Administrator,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Hardware Installation and Maintenance Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Assistant Computer Network Technician,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Device Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Assistant Data Center Technician,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Network Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0408,Security Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Platform Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0409,Application Assistant,4
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0502,Associate Network Administrator,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0501,Associate Hardware Installation and Maintenance,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Associate Data Center Technician,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0703,Associate Platform Engineer,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Associate Systems Integrator,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Associate Security Engineer,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0302,Associate Application Engineer,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0503,Associate Cloud Technical Support,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0504,Associate Computer Network Technician,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0505,Associate Device Engineer,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0506,Associate Network Engineer,5
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0606,Cloud Computing Developer,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0605,Computer Network Technician,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0601,Hardware Installation and Maintenance Officer,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0602,Network Administrator,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0604,Network Designer,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0603,System Administrator,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0610,ARSITEK PLATFORM (PLATFORM ARCHITECT),6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0609,ARSITEK JARINGAN (NETWORK ARCHITECT),6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0607,Data Center Facility Administrator,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0608,Device Architect,6
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0703,Senior Network Engineer,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0704,System Engineer,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0705,Cloud Computing Architect,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0707,Data Center Manager,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0706,Cloud Computing Engineer,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0701,Hardware and Digital Peripheral Manager,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0702,Network Manager,7
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0802,Lead IT Facilities Management,8
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0801,KEPALA MANAJEMEN INFRASTRUKTUR (LEAD INFRASTRUCTURE MANAGEMENT),8
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0803,Lead Technical Services,8
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0902,Pemimpin Infrastruktur,9
Teknologi dan Infrasruktur (Infrastructure and Technology),TIK.INF0901,PEMIMPIN INFRASTRUKTUR TI (CHIEF IT INFRASTRUCTURE OFFICER),9
Layanan Teknologi Informasi,TIK.SRV0101,Operator Komputer,1
Layanan Teknologi Informasi,TIK.SRV0201,Computer Operator Staff,2
Layanan Teknologi Informasi,TIK.SRV0301,Computer Repair Technician,3
Layanan Teknologi Informasi,TIK.SRV0301,Computer Operator Technician,3
Layanan Teknologi Informasi,TIK.SRV0402,E-Commerce Assistant,4
Layanan Teknologi Informasi,TIK.SRV0401,ASISTEN TEKNISI KOMPUTER (ASSISTANT COMPUTER TECHNICIAN),4
Layanan Teknologi Informasi,TIK.SRV0201,Associate Helpdesk,5
Layanan Teknologi Informasi,TIK.SRV0201,Associate Computer Technician,5
Layanan Teknologi Informasi,TIK.SRV0503,Pengelola Layanan TI Muda (Associate IT Service Operator),5
Layanan Teknologi Informasi,TIK.SRV0504,Pengelola Dukungan Layanan TI Muda (Associate IT Support),5
Layanan Teknologi Informasi,TIK.SRV0505,Pengembang Internet Muda (Associate Internet Developer),5
LAYANAN TEKNOLOGI INFORMASI (IT SERVICES),TIK.SRV0506,DESAINER SITUS WEB MUDA (ASSOCIATE WEBSITE DESIGNER),5
Layanan Teknologi Informasi,TIK.SRV0605,ANALIS PEMROSESAN TRANSAKSI DARING (ONLINE TRANSACTION PROCESSING ANALYST),6
Layanan Teknologi Informasi,TIK.SRV0604,ANALIS WEB (WEB ANALYST),6
Layanan Teknologi Informasi,TIK.SRV0601,SUPERVISOR LAYANAN TI (IT SERVICE SUPERVISOR),6
Layanan Teknologi Informasi,TIK.SRV0607,Internet/Intranet Administrator,6
Layanan Teknologi Informasi,TIK.SRV0606,Administrator Web (Web Administrator),Administrator Web (Web Administrator)
Layanan Teknologi Informasi,TIK.SRV0201,IT Service Coordinator,6
LAYANAN TEKNOLOGI INFORMASI (IT SERVICES),TIK.SRV0603,PENGELOLA WEB (WEBMASTER),6
Layanan Teknologi Informasi,TIK.SRV0704,Internet Systems Manager,7
Layanan Teknologi Informasi,TIK.SRV0703,Internet/Intranet Activities Manager,7
Layanan Teknologi Informasi,TIK.SRV0702,IT Manager,7
Layanan Teknologi Informasi,TIK.SRV0701,IT Service Manager,7
Layanan Teknologi Informasi,TIK.SRV0705,Web Content Manager,7
Layanan Teknologi Informasi,TIK.SRV0706,Video and Website Content Manager,7
Layanan Teknologi Informasi,TIK.SRV0801,Lead IT Services Management,8
